GEO CODE,STATE,JURISDICTION NAME,PPRN FY2012
289093,MS,Marshall County,"$76,587 "
289095,MS,Monroe County,"$77,194 "
289097,MS,Montgomery County,"$38,684 "
289099,MS,Neshoba County,"$68,757 "
289101,MS,Newton County,"$57,655 "
289103,MS,Noxubee County,"$38,290 "
289105,MS,Oktibbeha County,"$97,787 "
289107,MS,Panola County,"$84,974 "
289109,MS,Pearl River County,"$94,517 "
289111,MS,Perry County,"$28,819 "
289113,MS,Pike County,"$123,795 "
289115,MS,Pontotoc County,"$52,512 "
289117,MS,Prentiss County,"$50,132 "
289119,MS,Quitman County,"$29,625 "
289121,MS,Rankin County,"$170,750 "
289123,MS,Scott County,"$70,495 "
289125,MS,Sharkey County,"$23,412 "
289127,MS,Simpson County,"$65,283 "
289129,MS,Smith County,"$32,196 "
289131,MS,Stone County,"$34,880 "
289133,MS,Sunflower County,"$92,960 "
289135,MS,Tallahatchie County,"$42,833 "
289137,MS,Tate County,"$43,075 "
289139,MS,Tippah County,"$44,258 "
289141,MS,Tishomingo County,"$41,561 "
289143,MS,Tunica County,"$29,310 "
289145,MS,Union County,"$52,179 "
289147,MS,Walthall County,"$39,294 "
289149,MS,Warren County,"$117,929 "
289151,MS,Washington County,"$176,124 "
289153,MS,Wayne County,"$50,294 "
289155,MS,Webster County,"$25,468 "
289157,MS,Wilkinson County,"$30,952 "
289159,MS,Winston County,"$48,316 "
289161,MS,Yalobusha County,"$36,638 "
289163,MS,Yazoo County,"$79,199 "
290534,MO,BLUE SPRINGS,"$40,911 "
291152,MO,COLUMBIA,"$153,524 "
291806,MO,FLORISSANT,"$39,814 "
292562,MO,INDEPENDENCE,"$135,414 "
292628,MO,JEFFERSON CITY,"$57,520 "
292652,MO,JOPLIN,"$116,458 "
292670,MO,KANSAS CITY,"$4,094,230 "
292958,MO,LEES SUMMIT,"$56,969 "
293852,MO,O'FALLON,"$45,644 "
294578,MO,ST CHARLES,"$56,527 "
294614,MO,ST JOSEPH,"$840,979 "
294626,MO,ST LOUIS,"$9,535,443 "
294884,MO,SPRINGFIELD,"$241,623 "
299001,MO,Adair County,"$48,455 "
299003,MO,Andrew County,"$25,844 "
299005,MO,Atchison County,"$17,858 "
299007,MO,Audrain County,"$43,786 "
299009,MO,Barry County,"$65,920 "
299011,MO,Barton County,"$25,113 "
299013,MO,Bates County,"$32,493 "
299015,MO,Benton County,"$28,139 "
299017,MO,Bollinger County,"$18,361 "
299019,MO,Boone County,"$52,296 "
299021,MO,Buchanan County,"$18,590 "
299023,MO,Butler County,"$72,780 "
299025,MO,Caldwell County,"$20,709 "
299027,MO,Callaway County,"$44,316 "
299029,MO,Camden County,"$48,000 "
299031,MO,Cape Girardeau County,"$85,879 "
299033,MO,Carroll County,"$25,230 "
299035,MO,Carter County,"$13,293 "
299037,MO,Cass County,"$82,732 "
299039,MO,Cedar County,"$22,991 "
299041,MO,Chariton County,"$18,794 "
299043,MO,Christian County,"$70,722 "
299045,MO,Clark County,"$16,223 "
299047,MO,Clay County,"$100,458 "
299049,MO,Clinton County,"$32,686 "
299051,MO,Cole County,"$29,043 "
299053,MO,Cooper County,"$31,808 "
299055,MO,Crawford County,"$39,192 "
299057,MO,Dade County,"$18,050 "
299059,MO,Dallas County,"$28,292 "
299061,MO,Daviess County,"$17,140 "
299063,MO,DeKalb County,"$17,276 "
299065,MO,Dent County,"$24,235 "
299067,MO,Douglas County,"$22,859 "
299069,MO,Dunklin County,"$73,082 "
299071,MO,Franklin County,"$106,234 "
299073,MO,Gasconade County,"$29,365 "
299075,MO,Gentry County,"$18,502 "
299077,MO,Greene County,"$85,291 "
299079,MO,Grundy County,"$25,681 "
299081,MO,Harrison County,"$22,447 "
299083,MO,Henry County,"$39,193 "
299085,MO,Hickory County,"$17,335 "
299087,MO,Holt County,"$15,420 "
299089,MO,Howard County,"$21,365 "
299091,MO,Howell County,"$69,559 "
299093,MO,Iron County,"$18,643 "
299095,MO,Jackson County,"$109,253 "
299097,MO,Jasper County,"$110,574 "
299099,MO,Jefferson County,"$205,024 "
299101,MO,Johnson County,"$72,991 "
299103,MO,Knox County,"$13,254 "
299105,MO,Laclede County,"$53,228 "
299107,MO,Lafayette County,"$52,992 "
299109,MO,Lawrence County,"$61,756 "
299111,MO,Lewis County,"$23,649 "
299113,MO,Lincoln County,"$53,704 "
299115,MO,Linn County,"$34,331 "
299117,MO,Livingston County,"$28,730 "
299119,MO,McDonald County,"$53,713 "
299121,MO,Macon County,"$35,130 "
299123,MO,Madison County,"$19,472 "
299125,MO,Maries County,"$14,859 "
299127,MO,Marion County,"$64,570 "
299129,MO,Mercer County,"$9,061 "
299131,MO,Miller County,"$35,997 "
299133,MO,Mississippi County,"$26,962 "
299135,MO,Moniteau County,"$23,131 "
299137,MO,Monroe County,"$19,294 "
299139,MO,Montgomery County,"$23,609 "
299141,MO,Morgan County,"$34,112 "
299143,MO,New Madrid County,"$39,271 "
299145,MO,Newton County,"$73,956 "
299147,MO,Nodaway County,"$44,271 "
299149,MO,Oregon County,"$20,874 "
299151,MO,Osage County,"$21,739 "
299153,MO,Ozark County,"$19,353 "
299155,MO,Pemiscot County,"$52,287 "
299157,MO,Perry County,"$25,915 "
299159,MO,Pettis County,"$70,708 "
299161,MO,Phelps County,"$64,412 "
299163,MO,Pike County,"$32,660 "
299165,MO,Platte County,"$38,741 "
299167,MO,Polk County,"$47,143 "
299169,MO,Pulaski County,"$51,500 "
299171,MO,Putnam County,"$11,899 "
299173,MO,Ralls County,"$14,510 "
299175,MO,Randolph County,"$46,118 "
299177,MO,Ray County,"$31,931 "
299179,MO,Reynolds County,"$11,869 "
299181,MO,Ripley County,"$28,575 "
299183,MO,St. Charles County,"$136,033 "
299185,MO,St. Clair County,"$20,956 "
299186,MO,Ste. Genevieve County,"$20,532 "
299187,MO,St. Francois County,"$82,990 "
299189,MO,ST LOUIS COUNTY,"$2,721,919 "
299195,MO,Saline County,"$44,214 "
299197,MO,Schuyler County,"$11,958 "
299199,MO,Scotland County,"$13,920 "
299201,MO,Scott County,"$66,038 "
299203,MO,Shannon County,"$19,060 "
299205,MO,Shelby County,"$18,703 "
299207,MO,Stoddard County,"$46,222 "
299209,MO,Stone County,"$44,409 "
299211,MO,Sullivan County,"$20,141 "
299213,MO,Taney County,"$65,953 "
299215,MO,Texas County,"$47,009 "
299217,MO,Vernon County,"$38,530 "
299219,MO,Warren County,"$31,448 "
299221,MO,Washington County,"$44,542 "
299223,MO,Wayne County,"$25,596 "
299225,MO,Webster County,"$54,797 "
299227,MO,Worth County,"$8,002 "
299229,MO,Wright County,"$35,956 "
300066,MT,BILLINGS,"$128,115 "
300342,MT,GREAT FALLS,"$167,516 "
300540,MT,MISSOULA,"$113,699 "
309001,MT,Beaverhead County,"$15,741 "
309003,MT,Big Horn County,"$41,162 "
309005,MT,Blaine County,"$18,766 "
309007,MT,Broadwater County,"$6,968 "
309009,MT,Carbon County,"$22,036 "
309011,MT,Carter County,"$3,316 "
309013,MT,Cascade County,"$31,157 "
309015,MT,Chouteau County,"$14,197 "
309017,MT,Custer County,"$23,473 "
309019,MT,Daniels County,"$5,480 "
309021,MT,Dawson County,"$16,051 "
309023,MT,Deer Lodge County,"$24,298 "
309025,MT,Fallon County,"$4,694 "
309027,MT,Fergus County,"$26,456 "
309029,MT,Flathead County,"$116,869 "
309031,MT,Gallatin County,"$98,913 "
309033,MT,Garfield County,"$3,752 "
309035,MT,Glacier County,"$38,137 "
309037,MT,Golden Valley County,"$2,789 "
309039,MT,Granite County,"$6,905 "
309041,MT,Hill County,"$31,361 "
309043,MT,Jefferson County,"$11,857 "
309045,MT,Judith Basin County,"$6,402 "
309047,MT,Lake County,"$48,405 "
309049,MT,Lewis and Clark County,"$79,374 "
309051,MT,Liberty County,"$4,274 "
309053,MT,Lincoln County,"$35,601 "
309055,MT,McCone County,"$3,858 "
309057,MT,Madison County,"$13,291 "
309059,MT,Meagher County,"$5,320 "
309061,MT,Mineral County,"$6,989 "
309063,MT,Missoula County,"$42,263 "
309065,MT,Musselshell County,"$10,676 "
309067,MT,Park County,"$31,287 "
309069,MT,Petroleum County,"$1,259 "
309071,MT,Phillips County,"$10,397 "
309073,MT,Pondera County,"$13,082 "
309075,MT,Powder River County,"$2,806 "
309077,MT,Powell County,"$12,512 "
309079,MT,Prairie County,"$3,952 "
309081,MT,Ravalli County,"$54,988 "
309083,MT,Richland County,"$15,300 "
309085,MT,Roosevelt County,"$29,497 "
309087,MT,Rosebud County,"$22,302 "
309089,MT,Sanders County,"$17,577 "
309091,MT,Sheridan County,"$9,071 "
309093,MT,Silver Bow County,"$85,859 "
309095,MT,Stillwater County,"$11,809 "
309097,MT,Sweet Grass County,"$7,667 "
309099,MT,Teton County,"$12,417 "
309101,MT,Toole County,"$8,311 "
309103,MT,Treasure County,"$1,893 "
309105,MT,Valley County,"$14,317 "
309107,MT,Wheatland County,"$6,236 "
309109,MT,Wibaux County,"$2,675 "
309111,MT,Yellowstone County,"$45,021 "
310276,NE,Bellevue,"$44,349 "
311710,NE,LINCOLN,"$854,578 "
312208,NE,OMAHA,"$2,241,890 "
319001,NE,Adams County,"$60,999 "
319003,NE,Antelope County,"$20,063 "
319005,NE,Arthur County,"$1,412 "
319007,NE,Banner County,"$2,066 "
319009,NE,Blaine County,"$1,744 "
319011,NE,Boone County,"$16,546 "
319013,NE,Box Butte County,"$25,756 "
319015,NE,Boyd County,"$8,097 "
319017,NE,Brown County,"$9,278 "
319019,NE,Buffalo County,"$81,807 "
319021,NE,Burt County,"$19,177 "
319023,NE,Butler County,"$20,181 "
319025,NE,Cass County,"$37,713 "
319027,NE,Cedar County,"$22,267 "
319029,NE,Chase County,"$8,290 "
319031,NE,Cherry County,"$14,509 "
319033,NE,Cheyenne County,"$20,049 "
319035,NE,Clay County,"$18,029 "
319037,NE,Colfax County,"$29,059 "
319039,NE,Cuming County,"$22,107 "
319041,NE,Custer County,"$33,552 "
319043,NE,Dakota County,"$64,647 "
319045,NE,Dawes County,"$24,452 "
319047,NE,Dawson County,"$72,547 "
319049,NE,Deuel County,"$5,137 "
319051,NE,Dixon County,"$16,802 "
319053,NE,Dodge County,"$62,254 "
319055,NE,Douglas County,"$51,826 "
319057,NE,Dundy County,"$6,386 "
319059,NE,Fillmore County,"$15,389 "
319061,NE,Franklin County,"$11,200 "
319063,NE,Frontier County,"$7,811 "
319065,NE,Furnas County,"$15,799 "
319067,NE,Gage County,"$48,160 "
319069,NE,Garden County,"$6,750 "
319071,NE,Garfield County,"$5,349 "
319073,NE,Gosper County,"$5,298 "
319075,NE,Grant County,"$2,350 "
319077,NE,Greeley County,"$8,620 "
319079,NE,Hall County,"$140,884 "
319081,NE,Hamilton County,"$18,177 "
319083,NE,Harlan County,"$10,344 "
319085,NE,Hayes County,"$3,353 "
319087,NE,Hitchcock County,"$9,044 "
319089,NE,Holt County,"$26,203 "
319091,NE,Hooker County,"$1,725 "
319093,NE,Howard County,"$15,303 "
319095,NE,Jefferson County,"$21,993 "
319097,NE,Johnson County,"$12,562 "
319099,NE,Kearney County,"$14,025 "
319101,NE,Keith County,"$16,632 "
319103,NE,Keya Paha County,"$3,778 "
319105,NE,Kimball County,"$9,401 "
319107,NE,Knox County,"$26,625 "
319109,NE,Lancaster County,"$32,177 "
319111,NE,Lincoln County,"$72,729 "
319113,NE,Logan County,"$1,999 "
319115,NE,Loup County,"$1,970 "
319117,NE,McPherson County,"$1,400 "
319119,NE,Madison County,"$79,209 "
319121,NE,Merrick County,"$17,660 "
319123,NE,Morrill County,"$14,596 "
319125,NE,Nance County,"$10,975 "
319127,NE,Nemaha County,"$20,167 "
319129,NE,Nuckolls County,"$14,282 "
319131,NE,Otoe County,"$32,163 "
319133,NE,Pawnee County,"$9,618 "
319135,NE,Perkins County,"$7,985 "
319137,NE,Phelps County,"$20,277 "
319139,NE,Pierce County,"$18,707 "
319141,NE,Platte County,"$59,761 "
319143,NE,Polk County,"$12,494 "
319145,NE,Red Willow County,"$24,152 "
319147,NE,Richardson County,"$26,936 "
319149,NE,Rock County,"$5,564 "
319151,NE,Saline County,"$30,192 "
319153,NE,Sarpy County,"$97,322 "
319155,NE,Saunders County,"$38,038 "
319157,NE,Scotts Bluff County,"$98,573 "
319159,NE,Seward County,"$28,321 "
319161,NE,Sheridan County,"$15,646 "
319163,NE,Sherman County,"$10,232 "
319165,NE,Sioux County,"$4,603 "
319167,NE,Stanton County,"$12,237 "
319169,NE,Thayer County,"$16,044 "
319171,NE,Thomas County,"$2,244 "
319173,NE,Thurston County,"$36,799 "
319175,NE,Valley County,"$13,499 "
319177,NE,Washington County,"$29,440 "
319179,NE,Wayne County,"$21,622 "
319181,NE,Webster County,"$12,227 "
319183,NE,Wheeler County,"$2,846 "
319185,NE,York County,"$28,744 "
320036,NV,CARSON CITY,"$78,414 "
320096,NV,HENDERSON,"$206,641 "
320108,NV,LAS VEGAS,"$2,477,246 "
320138,NV,NORTH LAS VEGAS,"$303,801 "
320150,NV,RENO,"$987,927 "
320156,NV,SPARKS,"$112,305 "
329001,NV,Churchill County,"$37,147 "
329003,NV,CLARK COUNTY,"$3,101,269 "
329005,NV,Douglas County,"$45,987 "
329007,NV,Elko County,"$68,475 "
329009,NV,Esmeralda County,"$4,147 "
329011,NV,Eureka County,"$4,716 "
329013,NV,Humboldt County,"$27,088 "
329015,NV,Lander County,"$9,920 "
329017,NV,Lincoln County,"$20,453 "
329019,NV,Lyon County,"$53,783 "
329021,NV,Mineral County,"$9,983 "
329023,NV,Nye County,"$49,544 "
329027,NV,Pershing County,"$12,963 "
329029,NV,Storey County,"$12,559 "
329031,NV,Washoe County,"$104,865 "
329033,NV,White Pine County,"$42,490 "
330378,NH,DOVER,"$63,188 "
330930,NH,MANCHESTER,"$924,493 "
331026,NH,NASHUA,"$132,321 "
331254,NH,PORTSMOUTH,"$117,847 "
331284,NH,ROCHESTER,"$54,786 "
339001,NH,Belknap County,"$104,117 "
339003,NH,Carroll County,"$97,589 "
339005,NH,Cheshire County,"$152,702 "
339007,NH,Coos County,"$97,311 "
339009,NH,Grafton County,"$179,014 "
339011,NH,Hillsborough County,"$114,228 "
339013,NH,Merrimack County,"$236,179 "
339015,NH,Rockingham County,"$350,767 "
339017,NH,Strafford County,"$131,321 "
339019,NH,Sullivan County,"$86,532 "
340072,NJ,ASBURY PARK,"$81,706 "
340078,NJ,ATLANTIC CITY,"$242,642 "
340138,NJ,BAYONNE,"$924,857 "
340246,NJ,BLOOMFIELD,"$211,488 "
340318,NJ,BRICK TOWNSHIP,"$63,245 "
340324,NJ,BRIDGETON,"$73,973 "
340414,NJ,CAMDEN,"$1,358,213 "
340474,NJ,CHERRY HILL,"$84,307 "
340540,NJ,CLIFTON,"$261,108 "
340672,NJ,TOMS RIVER TOWNSHIP,"$81,173 "
340732,NJ,EAST ORANGE,"$310,343 "
340780,NJ,EDISON,"$114,623 "
340798,NJ,ELIZABETH,"$1,016,765 "
340870,NJ,EWING TOWNSHIP,"$41,591 "
341008,NJ,FRANKLIN TOWNSHIP,"$57,807 "
341110,NJ,GLOUCESTER TWP,"$62,030 "
341206,NJ,HAMILTON,"$109,874 "
341212,NJ,HAMMONTON,"$29,043 "
341416,NJ,HOWELL TOWNSHIP,"$39,138 "
341434,NJ,IRVINGTON,"$202,565 "
341446,NJ,JACKSON TOWNSHIP,"$35,621 "
341464,NJ,JERSEY CITY,"$3,172,275 "
341566,NJ,LAKEWOOD TOWNSHIP,"$140,582 "
341716,NJ,LONG BRANCH,"$92,140 "
341974,NJ,MIDDLETOWN,"$51,642 "
342016,NJ,MILLVILLE,"$52,430 "
342190,NJ,NEWARK,"$4,190,657 "
342196,NJ,NEW BRUNSWICK,"$143,821 "
342250,NJ,NORTH BERGEN TOWNSHIP,"$137,799 "
342340,NJ,OCEAN CITY,"$54,030 "
342378,NJ,OLD BRIDGE TOWNSHIP,"$58,339 "
342448,NJ,PARSIPPANY-TROYHILLS TWP,"$50,465 "
342454,NJ,PASSAIC,"$221,147 "
342466,NJ,PATERSON,"$1,435,450 "
342532,NJ,PERTH AMBOY,"$128,142 "
342886,NJ,SAYREVILLE,"$40,933 "
343216,NJ,TRENTON,"$1,482,110 "
343234,NJ,UNION CITY,"$251,623 "
343252,NJ,UNION TOWNSHIP,"$125,803 "
343330,NJ,VINELAND,"$98,535 "
343402,NJ,WASHINGTON TOWNSHIP,"$32,861 "
343438,NJ,WAYNE TOWNSHIP,"$34,394 "
343624,NJ,WOODBRIDGE,"$128,952 "
349001,NJ,Atlantic County,"$235,209 "
349003,NJ,BERGEN COUNTY,"$5,283,471 "
349005,NJ,Burlington County,"$283,899 "
349007,NJ,CAMDEN COUNTY,"$1,280,106 "
349009,NJ,Cape May County,"$192,302 "
349011,NJ,Cumberland County,"$100,929 "
349013,NJ,ESSEX COUNTY,"$3,047,644 "
349015,NJ,Gloucester County,"$253,775 "
349017,NJ,HUDSON COUNTY,"$1,824,740 "
349019,NJ,Hunterdon County,"$167,327 "
349021,NJ,Mercer County,"$243,789 "
349023,NJ,MIDDLESEX COUNTY,"$934,206 "
349025,NJ,MONMOUTH COUNTY,"$1,459,314 "
349027,NJ,MORRIS COUNTY,"$1,095,797 "
349029,NJ,OCEAN COUNTY,"$594,497 "
349031,NJ,Passaic County,"$188,379 "
349033,NJ,Salem County,"$151,458 "
349035,NJ,Somerset County,"$224,701 "
349037,NJ,Sussex County,"$182,521 "
349039,NJ,UNION COUNTY,"$2,604,313 "
349041,NJ,Warren County,"$206,465 "
350012,NM,ALBUQUERQUE,"$2,137,271 "
350204,NM,FARMINGTON,"$77,189 "
350336,NM,LAS CRUCES,"$181,661 "
350479,NM,RIO RANCHO,"$59,766 "
350534,NM,SANTA FE,"$104,072 "
359001,NM,Bernalillo County,"$161,445 "
359003,NM,Catron County,"$15,502 "
359005,NM,Chaves County,"$127,230 "
359006,NM,Cibola County,"$55,288 "
359007,NM,Colfax County,"$63,684 "
359009,NM,Curry County,"$80,154 "
359011,NM,De Baca County,"$10,005 "
359013,NM,Do±a Ana County,"$248,054 "
359015,NM,Eddy County,"$87,633 "
359017,NM,Grant County,"$89,209 "
359019,NM,Guadalupe County,"$21,608 "
359021,NM,Harding County,"$7,851 "
359023,NM,Hidalgo County,"$18,324 "
359025,NM,Lea County,"$102,933 "
359027,NM,Lincoln County,"$43,787 "
359028,NM,Los Alamos County,"$12,900 "
359029,NM,Luna County,"$65,044 "
359031,NM,McKinley County,"$245,625 "
359033,NM,Mora County,"$26,685 "
359035,NM,Otero County,"$106,675 "
359037,NM,Quay County,"$28,940 "
359039,NM,Rio Arriba County,"$102,937 "
359041,NM,Roosevelt County,"$39,683 "
359043,NM,Sandoval County,"$83,006 "
359045,NM,San Juan County,"$183,114 "
359047,NM,San Miguel County,"$113,621 "
359049,NM,Santa Fe County,"$90,243 "
359051,NM,Sierra County,"$37,024 "
359053,NM,Socorro County,"$54,609 "
359055,NM,Taos County,"$94,210 "
359057,NM,Torrance County,"$31,707 "
359059,NM,Union County,"$22,164 "
359061,NM,Valencia County,"$109,899 "
360040,NY,ALBANY,"$1,798,997 "
360152,NY,AMHERST TOWN,"$104,071 "
360300,NY,AUBURN,"$195,168 "
360352,NY,BABYLON TOWN,"$230,208 "
360556,NY,BINGHAMTON,"$1,129,184 "
360784,NY,BUFFALO,"$7,776,728 "
361152,NY,CHEEKTOWAGA TOWN,"$192,554 "
361256,NY,CLAY TOWN,"$51,056 "
361380,NY,COLONIE TOWN,"$70,609 "
361756,NY,DUNKIRK,"$103,216 "
362000,NY,ELMIRA,"$245,393 "
362480,NY,GLEN FALLS,"$101,011 "
362572,NY,GREECE,"$74,545 "
362688,NY,HAMBURG TOWN,"$89,337 "
363088,NY,HUNTINGTON TOWN,"$161,600 "
363140,NY,IRONDEQUOIT,"$182,698 "
363160,NY,ISLIP TOWN,"$989,362 "
363168,NY,ITHACA,"$147,237 "
363180,NY,JAMESTOWN,"$252,103 "
363300,NY,KINGSTON,"$147,161 "
364004,NY,MIDDLETOWN,"$104,553 "
364212,NY,MOUNT VERNON,"$882,805 "
364320,NY,NEWBURGH,"$152,290 "
364408,NY,NEW ROCHELLE,"$301,216 "
364436,NY,NEW YORK,"$87,367,813 "
364448,NY,NIAGARA FALLS,"$1,223,188 "
365312,NY,POUGHKEEPSIE,"$185,241 "
365544,NY,ROCHESTER,"$4,662,364 "
365572,NY,ROME,"$215,902 "
365800,NY,SARATOGA SPRINGS,"$66,229 "
365848,NY,SCHENECTADY,"$1,239,057 "
366376,NY,SYRACUSE,"$2,987,601 "
366468,NY,TONAWANDA TOWN,"$921,355 "
366500,NY,TROY,"$999,590 "
366588,NY,UNION TOWN,"$256,034 "
366612,NY,UTICA,"$1,408,760 "
367024,NY,WEST SENECA,"$63,535 "
367096,NY,WHITE PLAINS,"$164,056 "
367260,NY,YONKERS,"$1,813,018 "
369001,NY,Albany County,"$235,554 "
369003,NY,Allegany County,"$150,386 "
369007,NY,Broome County,"$191,302 "
369009,NY,Cattaraugus County,"$247,254 "
369011,NY,Cayuga County,"$124,493 "
369013,NY,Chautauqua County,"$256,386 "
369015,NY,Chemung County,"$115,946 "
369017,NY,Chenango County,"$149,339 "
369019,NY,Clinton County,"$221,054 "
369021,NY,Columbia County,"$156,834 "
369023,NY,Cortland County,"$141,414 "
369025,NY,Delaware County,"$144,380 "
369027,NY,Dutchess County,"$263,611 "
369029,NY,ERIE COUNTY,"$1,476,403 "
369031,NY,Essex County,"$121,273 "
369033,NY,Franklin County,"$145,732 "
369035,NY,Fulton County,"$169,325 "
369037,NY,Genesee County,"$144,568 "
369039,NY,Greene County,"$126,217 "
369041,NY,Hamilton County,"$22,406 "
369043,NY,Herkimer County,"$199,430 "
369045,NY,Jefferson County,"$319,402 "
369049,NY,Lewis County,"$86,005 "
369051,NY,Livingston County,"$145,932 "
369053,NY,Madison County,"$161,703 "
369055,NY,MONROE COUNTY,"$928,878 "
369057,NY,Montgomery County,"$162,883 "
369059,NY,NASSAU COUNTY,"$7,560,425 "
369063,NY,Niagara County,"$325,755 "
369065,NY,Oneida County,"$272,096 "
369067,NY,ONONDAGA COUNTY,"$1,102,512 "
369069,NY,Ontario County,"$221,487 "
369071,NY,Orange County,"$311,071 "
369073,NY,Orleans County,"$117,177 "
369075,NY,Oswego County,"$355,959 "
369077,NY,Otsego County,"$196,841 "
369079,NY,Putnam County,"$182,554 "
369083,NY,Rensselaer County,"$191,545 "
369087,NY,ROCKLAND COUNTY,"$1,009,507 "
369089,NY,St. Lawrence County,"$342,303 "
369091,NY,Saratoga County,"$292,360 "
369093,NY,Schenectady County,"$133,911 "
369095,NY,Schoharie County,"$86,574 "
369097,NY,Schuyler County,"$52,674 "
369099,NY,Seneca County,"$92,084 "
369101,NY,Steuben County,"$284,210 "
369103,NY,SUFFOLK COUNTY,"$1,783,859 "
369105,NY,Sullivan County,"$282,805 "
369107,NY,Tioga County,"$110,084 "
369109,NY,Tompkins County,"$172,342 "
369111,NY,Ulster County,"$412,099 "
369113,NY,Warren County,"$102,677 "
369115,NY,Washington County,"$159,820 "
369117,NY,Wayne County,"$218,889 "
369119,NY,WESTCHESTER COUNTY,"$2,876,575 "
369121,NY,Wyoming County,"$108,897 "
369123,NY,Yates County,"$74,748 "
370108,NC,ASHEVILLE,"$217,637 "
370432,NC,BURLINGTON,"$79,042 "
370504,NC,CARY,"$89,692 "
370552,NC,CHAPEL HILL,"$105,001 "
370558,NC,CHARLOTTE,"$2,330,925 "
370660,NC,CONCORD,"$70,471 "
370828,NC,DURHAM,"$943,440 "
371002,NC,FAYETTEVILLE,"$277,157 "
371092,NC,GASTONIA,"$114,813 "
371158,NC,GOLDSBORO,"$71,312 "
371188,NC,GREENSBORO,"$930,414 "
371194,NC,GREENVILLE,"$147,446 "
371338,NC,HICKORY,"$57,032 "
371356,NC,HIGH POINT,"$140,303 "
371452,NC,JACKSONVILLE,"$95,688 "
371494,NC,KANNAPOLIS,"$63,911 "
371644,NC,LENOIR,"$26,106 "
371944,NC,MORGANTON,"$26,573 "
372304,NC,RALEIGH,"$1,206,804 "
372406,NC,ROCKY MOUNT,"$119,338 "
372508,NC,SALISBURY,"$51,188 "
373144,NC,WILMINGTON,"$158,974 "
373180,NC,WINSTON-SALEM,"$911,029 "
379001,NC,Alamance County,"$124,444 "
379003,NC,Alexander County,"$43,066 "
379005,NC,Alleghany County,"$23,244 "
379007,NC,Anson County,"$51,573 "
379009,NC,Ashe County,"$45,674 "
379011,NC,Avery County,"$34,606 "
379013,NC,Beaufort County,"$90,916 "
379015,NC,Bertie County,"$44,926 "
379017,NC,Bladen County,"$65,807 "
379019,NC,Brunswick County,"$118,654 "
379021,NC,Buncombe County,"$198,647 "
379023,NC,Burke County,"$100,343 "
379025,NC,Cabarrus County,"$49,331 "
379027,NC,Caldwell County,"$75,557 "
379029,NC,Camden County,"$12,899 "
379031,NC,Carteret County,"$79,779 "
379033,NC,Caswell County,"$41,471 "
379035,NC,Catawba County,"$136,806 "
379037,NC,Chatham County,"$77,980 "
379039,NC,Cherokee County,"$41,021 "
379041,NC,Chowan County,"$33,255 "
379043,NC,Clay County,"$13,669 "
379045,NC,Cleveland County,"$144,764 "
379047,NC,Columbus County,"$117,842 "
379049,NC,Craven County,"$136,868 "
379051,NC,Cumberland County,"$182,932 "
379053,NC,Currituck County,"$25,346 "
379055,NC,Dare County,"$33,143 "
379057,NC,Davidson County,"$202,122 "
379059,NC,Davie County,"$53,479 "
379061,NC,Duplin County,"$113,686 "
379063,NC,Durham County,"$31,952 "
379065,NC,Edgecombe County,"$69,116 "
379067,NC,Forsyth County,"$107,607 "
379069,NC,Franklin County,"$79,947 "
379071,NC,Gaston County,"$174,278 "
379073,NC,Gates County,"$21,843 "
379075,NC,Graham County,"$15,531 "
379077,NC,Granville County,"$69,253 "
379079,NC,Greene County,"$43,264 "
379081,NC,Guilford County,"$116,260 "
379083,NC,Halifax County,"$128,247 "
379085,NC,Harnett County,"$159,052 "
379087,NC,Haywood County,"$104,930 "
379089,NC,Henderson County,"$124,182 "
379091,NC,Hertford County,"$42,158 "
379093,NC,Hoke County,"$72,532 "
379095,NC,Hyde County,"$16,068 "
379097,NC,Iredell County,"$174,200 "
379099,NC,Jackson County,"$57,608 "
379101,NC,Johnston County,"$201,182 "
379103,NC,Jones County,"$20,839 "
379105,NC,Lee County,"$88,395 "
379107,NC,Lenoir County,"$104,381 "
379109,NC,Lincoln County,"$85,692 "
379111,NC,McDowell County,"$70,056 "
379113,NC,Macon County,"$49,696 "
379115,NC,Madison County,"$46,855 "
379117,NC,Martin County,"$55,497 "
379119,NC,Mecklenburg County,"$85,871 "
379121,NC,Mitchell County,"$31,022 "
379123,NC,Montgomery County,"$52,758 "
379125,NC,Moore County,"$115,599 "
379127,NC,Nash County,"$79,665 "
379129,NC,New Hanover County,"$76,798 "
379131,NC,Northampton County,"$47,606 "
379133,NC,Onslow County,"$124,791 "
379135,NC,Orange County,"$96,376 "
379137,NC,Pamlico County,"$24,633 "
379139,NC,Pasquotank County,"$69,125 "
379141,NC,Pender County,"$65,907 "
379143,NC,Perquimans County,"$28,593 "
379145,NC,Person County,"$52,374 "
379147,NC,Pitt County,"$137,285 "
379149,NC,Polk County,"$37,742 "
379151,NC,Randolph County,"$181,635 "
379153,NC,Richmond County,"$96,682 "
379155,NC,Robeson County,"$304,396 "
379157,NC,Rockingham County,"$178,005 "
379159,NC,Rowan County,"$140,930 "
379161,NC,Rutherford County,"$112,598 "
379163,NC,Sampson County,"$119,265 "
379165,NC,Scotland County,"$72,240 "
379167,NC,Stanly County,"$104,251 "
379169,NC,Stokes County,"$68,690 "
379171,NC,Surry County,"$118,272 "
379173,NC,Swain County,"$25,001 "
